index,local_x_m,local_y_m,ideal_x_m,ideal_y_m
91,0.558024,0.345315,0.469679,0.028108
92,0.563851,0.348332,0.476236,0.028366
93,0.569669,0.351325,0.482774,0.028607
94,0.575476,0.354293,0.489292,0.028829
95,0.581273,0.357236,0.495790,0.029033
96,0.587061,0.360155,0.502269,0.029219
97,0.592837,0.363047,0.508727,0.029386
98,0.598604,0.365915,0.515166,0.029534
99,0.604360,0.368757,0.521584,0.029664
100,0.610105,0.371572,0.527981,0.029775
101,0.615840,0.374362,0.534357,0.029866
102,0.621563,0.377126,0.540713,0.029939
103,0.627276,0.379863,0.547048,0.029992
104,0.632978,0.382573,0.553361,0.030026
105,0.638669,0.385257,0.559652,0.030040
106,0.644349,0.387913,0.565923,0.030034
107,0.650017,0.390542,0.572171,0.030009
108,0.655674,0.393144,0.578397,0.029963
109,0.661319,0.395718,0.584602,0.029898
110,0.666953,0.398265,0.590783,0.029812
111,0.672575,0.400783,0.596943,0.029706
112,0.678185,0.403274,0.603080,0.029579
113,0.683783,0.405736,0.609194,0.029432
114,0.689370,0.408170,0.615285,0.029264
115,0.694944,0.410575,0.621353,0.029076
116,0.700506,0.412951,0.627398,0.028866
117,0.706056,0.415298,0.633419,0.028636
118,0.711593,0.417616,0.639417,0.028384
119,0.717118,0.419905,0.645391,0.028111
120,0.722631,0.422164,0.651341,0.027817
121,0.728130,0.424394,0.657267,0.027501
122,0.733617,0.426593,0.663169,0.027164
123,0.739091,0.428763,0.669046,0.026805
124,0.744552,0.430903,0.674899,0.026424
125,0.750000,0.433013,0.680727,0.026022
126,0.755435,0.435092,0.686531,0.025597
127,0.760856,0.437141,0.692309,0.025151
128,0.766265,0.439158,0.698063,0.024682
129,0.771659,0.441146,0.703791,0.024191
130,0.777041,0.443102,0.709493,0.023678
131,0.782408,0.445027,0.715171,0.023143
132,0.787762,0.446921,0.720822,0.022585
133,0.793102,0.448783,0.726448,0.022005
134,0.798428,0.450614,0.732047,0.021402
135,0.803740,0.452414,0.737621,0.020776
136,0.809038,0.454181,0.743168,0.020127
137,0.814322,0.455917,0.748689,0.019456
138,0.819592,0.457621,0.754184,0.018762
139,0.824847,0.459292,0.759651,0.018045
140,0.830087,0.460932,0.765092,0.017304
141,0.835313,0.462539,0.770506,0.016541
142,0.840525,0.464113,0.775893,0.015755
143,0.845722,0.465655,0.781253,0.014945
144,0.850903,0.467164,0.786586,0.014112
145,0.856070,0.468641,0.791891,0.013255
146,0.861222,0.470085,0.797168,0.012376
147,0.866359,0.471495,0.802418,0.011472
148,0.871481,0.472873,0.807640,0.010546
149,0.876587,0.474217,0.812834,0.009595
150,0.881678,0.475528,0.818000,0.008621
151,0.886753,0.476806,0.823138,0.007624
152,0.891813,0.478050,0.828248,0.006603
153,0.896857,0.479261,0.833329,0.005558
154,0.901886,0.480438,0.838381,0.004489
155,0.906899,0.481581,0.843405,0.003396
156,0.911895,0.482691,0.848401,0.002280
157,0.916876,0.483766,0.853367,0.001139
158,0.921841,0.484808,0.858304,-0.000025
159,0.926789,0.485816,0.863213,-0.001213
160,0.931722,0.486789,0.868092,-0.002425
161,0.936638,0.487729,0.872942,-0.003661
162,0.941537,0.488634,0.877762,-0.004921
163,0.946420,0.489505,0.882553,-0.006206
164,0.951286,0.490341,0.887314,-0.007514
165,0.956136,0.491144,0.892046,-0.008846
166,0.960969,0.491911,0.896747,-0.010203
167,0.965785,0.492644,0.901419,-0.011583
168,0.970584,0.493343,0.906061,-0.012988
169,0.975366,0.494007,0.910673,-0.014416
170,0.980131,0.494636,0.915254,-0.015869
171,0.984879,0.495231,0.919805,-0.017346
172,0.989609,0.495791,0.924326,-0.018848
173,0.994322,0.496315,0.928816,-0.020373
174,0.999018,0.496806,0.933276,-0.021922
175,1.003696,0.497261,0.937705,-0.023496
176,1.008356,0.497681,0.942103,-0.025093
177,1.012999,0.498067,0.946470,-0.026715
178,1.017624,0.498417,0.950807,-0.028361
179,1.022231,0.498733,0.955112,-0.030031
180,1.026821,0.499013,0.959387,-0.031725
181,1.031392,0.499259,0.963630,-0.033443
182,1.035945,0.499469,0.967842,-0.035185
183,1.040480,0.499645,0.972022,-0.036952
184,1.044997,0.499785,0.976171,-0.038742
185,1.049495,0.499890,0.980289,-0.040556
186,1.053975,0.499961,0.984375,-0.042394
187,1.058436,0.499996,0.988430,-0.044256
188,1.062879,0.499996,0.992452,-0.046142
189,1.067304,0.499961,0.996443,-0.048052
190,1.071709,0.499890,1.000402,-0.049986
191,1.076096,0.499785,1.004330,-0.051943
192,1.080464,0.499645,1.008225,-0.053924
193,1.084812,0.499469,1.012088,-0.055929
194,1.089142,0.499259,1.015919,-0.057957
195,1.093453,0.499013,1.019718,-0.060010
196,1.097744,0.498733,1.023485,-0.062085
197,1.102017,0.498417,1.027219,-0.064184
198,1.106270,0.498067,1.030921,-0.066307
199,1.110503,0.497681,1.034590,-0.068453
200,1.114717,0.497261,1.038227,-0.070623
201,1.118912,0.496806,1.041832,-0.072815
202,1.123087,0.496315,1.045404,-0.075031
203,1.127242,0.495791,1.048943,-0.077270
204,1.131377,0.495231,1.052450,-0.079533
205,1.135493,0.494636,1.055924,-0.081818
206,1.139588,0.494007,1.059365,-0.084126
207,1.143664,0.493343,1.062774,-0.086457
208,1.147719,0.492644,1.066149,-0.088811
209,1.151755,0.491911,1.069492,-0.091188
210,1.155770,0.491144,1.072801,-0.093588
211,1.159765,0.490341,1.076078,-0.096010
212,1.163739,0.489505,1.079321,-0.098454
213,1.167693,0.488634,1.082532,-0.100921
214,1.171627,0.487729,1.085709,-0.103411
215,1.175540,0.486789,1.088854,-0.105922
216,1.179433,0.485816,1.091965,-0.108456
217,1.183304,0.484808,1.095043,-0.111012
218,1.187155,0.483766,1.098087,-0.113590
219,1.190986,0.482691,1.101099,-0.116190
220,1.194795,0.481581,1.104077,-0.118811
221,1.198583,0.480438,1.107022,-0.121455
222,1.202350,0.479261,1.109933,-0.124119
223,1.206097,0.478050,1.112811,-0.126806
224,1.209822,0.476806,1.115656,-0.129514
225,1.213525,0.475528,1.118467,-0.132243
226,1.217208,0.474217,1.121244,-0.134993
227,1.220869,0.472873,1.123989,-0.137764
228,1.224509,0.471495,1.126700,-0.140557
229,1.228127,0.470085,1.129377,-0.143370
230,1.231724,0.468641,1.132021,-0.146204
231,1.235299,0.467164,1.134631,-0.149058
232,1.238852,0.465655,1.137208,-0.151933
233,1.242384,0.464113,1.139751,-0.154828
234,1.245894,0.462539,1.142260,-0.157744
235,1.249382,0.460932,1.144736,-0.160680
236,1.252848,0.459292,1.147179,-0.163635
237,1.256292,0.457621,1.149588,-0.166611
238,1.259714,0.455917,1.151963,-0.169606
239,1.263114,0.454181,1.154304,-0.172621
240,1.266492,0.452414,1.156613,-0.175655
241,1.269847,0.450614,1.158887,-0.178709
242,1.273181,0.448783,1.161128,-0.181781
243,1.276492,0.446921,1.163335,-0.184873
244,1.279780,0.445027,1.165509,-0.187984
245,1.283046,0.443102,1.167649,-0.191113
246,1.286290,0.441146,1.169755,-0.194261
247,1.289511,0.439158,1.171828,-0.197428
248,1.292709,0.437141,1.173868,-0.200613
249,1.295885,0.435092,1.175873,-0.203816
250,1.299038,0.433013,1.177846,-0.207037
251,1.302168,0.430903,1.179784,-0.210275
252,1.305276,0.428763,1.181690,-0.213532
253,1.308360,0.426593,1.183561,-0.216806
254,1.311422,0.424394,1.185399,-0.220097
255,1.314460,0.422164,1.187204,-0.223406
256,1.317475,0.419905,1.188975,-0.226731
257,1.320468,0.417616,1.190713,-0.230074
258,1.323437,0.415298,1.192418,-0.233433
259,1.326383,0.412951,1.194088,-0.236809
260,1.329305,0.410575,1.195726,-0.240201
261,1.332205,0.408170,1.197330,-0.243609
262,1.335081,0.405736,1.198901,-0.247033
263,1.337933,0.403274,1.200439,-0.250473
264,1.340762,0.400783,1.201943,-0.253929
265,1.343568,0.398265,1.203414,-0.257401
266,1.346350,0.395718,1.204852,-0.260887
267,1.349108,0.393144,1.206257,-0.264389
268,1.351843,0.390542,1.207629,-0.267905
269,1.354553,0.387913,1.208967,-0.271437
270,1.357241,0.385257,1.210273,-0.274983
271,1.359904,0.382573,1.211545,-0.278543
272,1.362543,0.379863,1.212784,-0.282117
273,1.365159,0.377126,1.213991,-0.285706
274,1.367751,0.374362,1.215164,-0.289308
275,1.370318,0.371572,1.216305,-0.292924
276,1.372862,0.368757,1.217412,-0.296553
277,1.375381,0.365915,1.218487,-0.300196
278,1.377877,0.363047,1.219530,-0.303851
279,1.380348,0.360155,1.220539,-0.307520
280,1.382795,0.357236,1.221516,-0.311201
281,1.385217,0.354293,1.222460,-0.314894
282,1.387616,0.351325,1.223372,-0.318599
283,1.389990,0.348332,1.224251,-0.322317
284,1.392340,0.345315,1.225098,-0.326046
285,1.394665,0.342274,1.225912,-0.329787
286,1.396965,0.339208,1.226694,-0.333539
287,1.399242,0.336119,1.227444,-0.337303
288,1.401493,0.333006,1.228161,-0.341077
289,1.403721,0.329870,1.228846,-0.344862
290,1.405923,0.326710,1.229499,-0.348658
291,1.408101,0.323528,1.230120,-0.352463
292,1.410254,0.320323,1.230709,-0.356279
293,1.412382,0.317095,1.231266,-0.360105
294,1.414486,0.313846,1.231792,-0.363940
295,1.416565,0.310574,1.232285,-0.367785
296,1.418618,0.307280,1.232746,-0.371639
297,1.420647,0.303965,1.233176,-0.375502
298,1.422652,0.300629,1.233575,-0.379374
299,1.424631,0.297271,1.233941,-0.383254
300,1.426585,0.293893,1.234277,-0.387142
301,1.428514,0.290494,1.234580,-0.391039
302,1.430418,0.287074,1.234853,-0.394943
303,1.432297,0.283634,1.235094,-0.398855
304,1.434151,0.280175,1.235304,-0.402774
305,1.435979,0.276696,1.235483,-0.406701
306,1.437783,0.273197,1.235631,-0.410634
307,1.439561,0.269679,1.235747,-0.414574
308,1.441314,0.266143,1.235833,-0.418520
309,1.443042,0.262587,1.235888,-0.422473
310,1.444744,0.259014,1.235913,-0.426431
311,1.446421,0.255422,1.235906,-0.430396
312,1.448072,0.251812,1.235870,-0.434365
313,1.449699,0.248184,1.235802,-0.438340
314,1.451299,0.244539,1.235704,-0.442320
315,1.452875,0.240877,1.235576,-0.446304
316,1.454425,0.237198,1.235418,-0.450293
317,1.455949,0.233502,1.235229,-0.454287
318,1.457448,0.229790,1.235010,-0.458284
319,1.458921,0.226062,1.234762,-0.462285
320,1.460368,0.222318,1.234483,-0.466290
321,1.461790,0.218558,1.234174,-0.470297
322,1.463187,0.214783,1.233836,-0.474308
323,1.464557,0.210993,1.233468,-0.478322
324,1.465902,0.207188,1.233071,-0.482338
325,1.467221,0.203368,1.232644,-0.486356
326,1.468515,0.199535,1.232188,-0.490376
327,1.469783,0.195687,1.231703,-0.494398
328,1.471024,0.191825,1.231188,-0.498422
329,1.472241,0.187950,1.230644,-0.502446
330,1.473431,0.184062,1.230071,-0.506472
331,1.474595,0.180161,1.229470,-0.510499
332,1.475734,0.176248,1.228839,-0.514525
333,1.476847,0.172321,1.228180,-0.518553
334,1.477933,0.168383,1.227493,-0.522580
335,1.478994,0.164433,1.226776,-0.526606
336,1.480029,0.160472,1.226032,-0.530633
337,1.481038,0.156499,1.225259,-0.534658
338,1.482021,0.152515,1.224458,-0.538682
339,1.482978,0.148521,1.223629,-0.542705
340,1.483908,0.144516,1.222771,-0.546726
341,1.484813,0.140501,1.221886,-0.550746
342,1.485692,0.136476,1.220974,-0.554763
343,1.486545,0.132441,1.220033,-0.558778
344,1.487372,0.128398,1.219065,-0.562790
345,1.488172,0.124345,1.218070,-0.566800
346,1.488946,0.120283,1.217047,-0.570806
347,1.489695,0.116213,1.215997,-0.574809
348,1.490417,0.112135,1.214919,-0.578808
349,1.491113,0.108049,1.213815,-0.582803
350,1.491783,0.103956,1.212684,-0.586793
351,1.492427,0.099855,1.211526,-0.590780
352,1.493044,0.095747,1.210341,-0.594761
353,1.493635,0.091633,1.209130,-0.598738
354,1.494200,0.087512,1.207893,-0.602709
355,1.494739,0.083384,1.206629,-0.606675
356,1.495252,0.079251,1.205338,-0.610634
357,1.495738,0.075113,1.204022,-0.614588
358,1.496199,0.070969,1.202680,-0.618535
359,1.496632,0.066820,1.201311,-0.622476
360,1.497040,0.062667,1.199917,-0.626410
361,1.497421,0.058509,1.198498,-0.630336
362,1.497777,0.054347,1.197053,-0.634256
363,1.498105,0.050181,1.195582,-0.638167
364,1.498408,0.046012,1.194086,-0.642071
365,1.498684,0.041839,1.192565,-0.645966
366,1.498934,0.037663,1.191019,-0.649853
367,1.499158,0.033485,1.189448,-0.653731
368,1.499355,0.029305,1.187852,-0.657600
369,1.499526,0.025122,1.186231,-0.661459
370,1.499671,0.020938,1.184586,-0.665309
371,1.499789,0.016752,1.182917,-0.669149
372,1.499882,0.012565,1.181223,-0.672980
373,1.499947,0.008377,1.179505,-0.676799
374,1.499987,0.004189,1.177763,-0.680609
375,1.500000,0.000000,1.175996,-0.684407
376,1.499987,-0.004189,1.174206,-0.688194
377,1.499947,-0.008377,1.172393,-0.691969
378,1.499882,-0.012565,1.170556,-0.695733
379,1.499789,-0.016752,1.168695,-0.699485
380,1.499671,-0.020938,1.166811,-0.703225
381,1.499526,-0.025122,1.164904,-0.706952
382,1.499355,-0.029305,1.162973,-0.710667
383,1.499158,-0.033485,1.161020,-0.714368
384,1.498934,-0.037663,1.159044,-0.718056
385,1.498684,-0.041839,1.157045,-0.721731
386,1.498408,-0.046012,1.155024,-0.725391
387,1.498105,-0.050181,1.152980,-0.729038
388,1.497777,-0.054347,1.150914,-0.732670
389,1.497421,-0.058509,1.148826,-0.736288
390,1.497040,-0.062667,1.146715,-0.739891
391,1.496632,-0.066820,1.144583,-0.743479
392,1.496199,-0.070969,1.142429,-0.747051
393,1.495738,-0.075113,1.140254,-0.750608
394,1.495252,-0.079251,1.138056,-0.754148
395,1.494739,-0.083384,1.135838,-0.757673
396,1.494200,-0.087512,1.133598,-0.761181
397,1.493635,-0.091633,1.131337,-0.764672
398,1.493044,-0.095747,1.129055,-0.768147
399,1.492427,-0.099855,1.126752,-0.771604
400,1.491783,-0.103956,1.124429,-0.775044
401,1.491113,-0.108049,1.122085,-0.778466
402,1.490417,-0.112135,1.119720,-0.781870
403,1.489695,-0.116213,1.117335,-0.785256
404,1.488946,-0.120283,1.114930,-0.788624
405,1.488172,-0.124345,1.112504,-0.791972
406,1.487372,-0.128398,1.110059,-0.795302
407,1.486545,-0.132441,1.107594,-0.798612
408,1.485692,-0.136476,1.105110,-0.801903
409,1.484813,-0.140501,1.102605,-0.805175
410,1.483908,-0.144516,1.100082,-0.808426
411,1.482978,-0.148521,1.097539,-0.811657
412,1.482021,-0.152515,1.094977,-0.814867
413,1.481038,-0.156499,1.092396,-0.818057
414,1.480029,-0.160472,1.089796,-0.821226
415,1.478994,-0.164433,1.087178,-0.824374
416,1.477933,-0.168383,1.084540,-0.827500
417,1.476847,-0.172321,1.081885,-0.830604
418,1.475734,-0.176248,1.079211,-0.833687
419,1.474595,-0.180161,1.076518,-0.836747
420,1.473431,-0.184062,1.073808,-0.839785
421,1.472241,-0.187950,1.071080,-0.842800
422,1.471024,-0.191825,1.068334,-0.845793
423,1.469783,-0.195687,1.065570,-0.848762
424,1.468515,-0.199535,1.062789,-0.851707
425,1.467221,-0.203368,1.059991,-0.854630
426,1.465902,-0.207188,1.057175,-0.857528
427,1.464557,-0.210993,1.054342,-0.860402
428,1.463187,-0.214783,1.051492,-0.863252
429,1.461790,-0.218558,1.048626,-0.866077
430,1.460368,-0.222318,1.045742,-0.868878
431,1.458921,-0.226062,1.042842,-0.871653
432,1.457448,-0.229790,1.039926,-0.874404
433,1.455949,-0.233502,1.036993,-0.877129
434,1.454425,-0.237198,1.034044,-0.879828
435,1.452875,-0.240877,1.031079,-0.882501
436,1.451299,-0.244539,1.028098,-0.885148
437,1.449699,-0.248184,1.025102,-0.887769
438,1.448072,-0.251812,1.022089,-0.890363
439,1.446421,-0.255422,1.019062,-0.892931
440,1.444744,-0.259014,1.016018,-0.895471
441,1.443042,-0.262587,1.012960,-0.897985
442,1.441314,-0.266143,1.009886,-0.900470
443,1.439561,-0.269679,1.006798,-0.902928
444,1.437783,-0.273197,1.003695,-0.905359
445,1.435979,-0.276696,1.000577,-0.907761
446,1.434151,-0.280175,0.997444,-0.910135
447,1.432297,-0.283634,0.994297,-0.912480
448,1.430418,-0.287074,0.991136,-0.914797
449,1.428514,-0.290494,0.987960,-0.917085
450,1.426585,-0.293893,0.984771,-0.919344
451,1.424631,-0.297271,0.981567,-0.921573
452,1.422652,-0.300629,0.978350,-0.923773
453,1.420647,-0.303965,0.975119,-0.925944
454,1.418618,-0.307280,0.971875,-0.928084
455,1.416565,-0.310574,0.968617,-0.930194
456,1.414486,-0.313846,0.965346,-0.932274
457,1.412382,-0.317095,0.962062,-0.934324
458,1.410254,-0.320323,0.958765,-0.936343
459,1.408101,-0.323528,0.955455,-0.938331
460,1.405923,-0.326710,0.952132,-0.940288
461,1.403721,-0.329870,0.948797,-0.942213
462,1.401493,-0.333006,0.945449,-0.944108
463,1.399242,-0.336119,0.942089,-0.945970
464,1.396965,-0.339208,0.938717,-0.947801
465,1.394665,-0.342274,0.935332,-0.949600
466,1.392340,-0.345315,0.931936,-0.951367
467,1.389990,-0.348332,0.928528,-0.953101
468,1.387616,-0.351325,0.925108,-0.954803
469,1.385217,-0.354293,0.921676,-0.956473
470,1.382795,-0.357236,0.918233,-0.958109
471,1.380348,-0.360155,0.914779,-0.959713
472,1.377877,-0.363047,0.911314,-0.961283
473,1.375381,-0.365915,0.907837,-0.962820
474,1.372862,-0.368757,0.904350,-0.964324
475,1.370318,-0.371572,0.900851,-0.965794
476,1.367751,-0.374362,0.897342,-0.967230
477,1.365159,-0.377126,0.893823,-0.968632
478,1.362543,-0.379863,0.890293,-0.970000
479,1.359904,-0.382573,0.886752,-0.971333
480,1.357241,-0.385257,0.883202,-0.972632
481,1.354553,-0.387913,0.879641,-0.973897
482,1.351843,-0.390542,0.876070,-0.975127
483,1.349108,-0.393144,0.872490,-0.976322
484,1.346350,-0.395718,0.868900,-0.977482
485,1.343568,-0.398265,0.865300,-0.978607
486,1.340762,-0.400783,0.861690,-0.979696
487,1.337933,-0.403274,0.858072,-0.980750
488,1.335081,-0.405736,0.854444,-0.981769
489,1.332205,-0.408170,0.850807,-0.982751
490,1.329305,-0.410575,0.847161,-0.983698
491,1.326383,-0.412951,0.843506,-0.984609
492,1.323437,-0.415298,0.839842,-0.985484
493,1.320468,-0.417616,0.836170,-0.986322
494,1.317475,-0.419905,0.832489,-0.987124
495,1.314460,-0.422164,0.828800,-0.987890
496,1.311422,-0.424394,0.825102,-0.988619
497,1.308360,-0.426593,0.821397,-0.989311
498,1.305276,-0.428763,0.817683,-0.989967
499,1.302168,-0.430903,0.813961,-0.990585
500,1.299038,-0.433013,0.810231,-0.991166
501,1.295885,-0.435092,0.806494,-0.991711
502,1.292709,-0.437141,0.802749,-0.992218
503,1.289511,-0.439158,0.798996,-0.992687
504,1.286290,-0.441146,0.795236,-0.993119
505,1.283046,-0.443102,0.791469,-0.993513
506,1.279780,-0.445027,0.787695,-0.993870
507,1.276492,-0.446921,0.783913,-0.994189
508,1.273181,-0.448783,0.780125,-0.994470
509,1.269847,-0.450614,0.776329,-0.994712
510,1.266492,-0.452414,0.772527,-0.994917
511,1.263114,-0.454181,0.768719,-0.995084
512,1.259714,-0.455917,0.764904,-0.995212
513,1.256292,-0.457621,0.761082,-0.995302
514,1.252848,-0.459292,0.757254,-0.995354
515,1.249382,-0.460932,0.753420,-0.995367
516,1.245894,-0.462539,0.749579,-0.995341
517,1.242384,-0.464113,0.745733,-0.995277
518,1.238852,-0.465655,0.741881,-0.995174
519,1.235299,-0.467164,0.738023,-0.995032
520,1.231724,-0.468641,0.734159,-0.994852
521,1.228127,-0.470085,0.730290,-0.994632
522,1.224509,-0.471495,0.726415,-0.994373
523,1.220869,-0.472873,0.722534,-0.994076
524,1.217208,-0.474217,0.718649,-0.993739
525,1.213525,-0.475528,0.714758,-0.993363
526,1.209822,-0.476806,0.710862,-0.992947
527,1.206097,-0.478050,0.706961,-0.992493
528,1.202350,-0.479261,0.703055,-0.991999
529,1.198583,-0.480438,0.699145,-0.991465
530,1.194795,-0.481581,0.695229,-0.990893
531,1.190986,-0.482691,0.691309,-0.990280
532,1.187155,-0.483766,0.687385,-0.989628
533,1.183304,-0.484808,0.683456,-0.988937
534,1.179433,-0.485816,0.679522,-0.988206
535,1.175540,-0.486789,0.675585,-0.987435
536,1.171627,-0.487729,0.671643,-0.986624
537,1.167693,-0.488634,0.667697,-0.985774
538,1.163739,-0.489505,0.663747,-0.984884
539,1.159765,-0.490341,0.659793,-0.983955
540,1.155770,-0.491144,0.655835,-0.982985
541,1.151755,-0.491911,0.651874,-0.981976
542,1.147719,-0.492644,0.647909,-0.980927
543,1.143664,-0.493343,0.643941,-0.979838
544,1.139588,-0.494007,0.639969,-0.978709
545,1.135493,-0.494636,0.635993,-0.977540
546,1.131377,-0.495231,0.632014,-0.976331
547,1.127242,-0.495791,0.628033,-0.975083
548,1.123087,-0.496315,0.624048,-0.973794
549,1.118912,-0.496806,0.620059,-0.972466
550,1.114717,-0.497261,0.616068,-0.971098
551,1.110503,-0.497681,0.612074,-0.969690
552,1.106270,-0.498067,0.608077,-0.968242
553,1.102017,-0.498417,0.604078,-0.966754
554,1.097744,-0.498733,0.600076,-0.965226
555,1.093453,-0.499013,0.596071,-0.963658
556,1.089142,-0.499259,0.592064,-0.962051
557,1.084812,-0.499469,0.588054,-0.960403
558,1.080464,-0.499645,0.584042,-0.958716
559,1.076096,-0.499785,0.580028,-0.956989
560,1.071709,-0.499890,0.576011,-0.955222
561,1.067304,-0.499961,0.571992,-0.953416
562,1.062879,-0.499996,0.567972,-0.951569
563,1.058436,-0.499996,0.563949,-0.949683
564,1.053975,-0.499961,0.559924,-0.947758
565,1.049495,-0.499890,0.555898,-0.945793
566,1.044997,-0.499785,0.551869,-0.943788
567,1.040480,-0.499645,0.547839,-0.941744
568,1.035945,-0.499469,0.543808,-0.939660
569,1.031392,-0.499259,0.539774,-0.937536
570,1.026821,-0.499013,0.535740,-0.935374
571,1.022231,-0.498733,0.531704,-0.933172
572,1.017624,-0.498417,0.527666,-0.930930
573,1.012999,-0.498067,0.523627,-0.928650
574,1.008356,-0.497681,0.519587,-0.926330
575,1.003696,-0.497261,0.515546,-0.923971
576,0.999018,-0.496806,0.511503,-0.921573
577,0.994322,-0.496315,0.507460,-0.919136
578,0.989609,-0.495791,0.503415,-0.916660
579,0.984879,-0.495231,0.499370,-0.914145
580,0.980131,-0.494636,0.495323,-0.911591
581,0.975366,-0.494007,0.491276,-0.908999
582,0.970584,-0.493343,0.487228,-0.906368
583,0.965785,-0.492644,0.483179,-0.903698
584,0.960969,-0.491911,0.479130,-0.900990
585,0.956136,-0.491144,0.475080,-0.898244
586,0.951286,-0.490341,0.471029,-0.895459
587,0.946420,-0.489505,0.466978,-0.892636
588,0.941537,-0.488634,0.462927,-0.889774
589,0.936638,-0.487729,0.458875,-0.886875
590,0.931722,-0.486789,0.454823,-0.883938
591,0.926789,-0.485816,0.450770,-0.880962
592,0.921841,-0.484808,0.446717,-0.877950
593,0.916876,-0.483766,0.442664,-0.874899
594,0.911895,-0.482691,0.438611,-0.871811
595,0.906899,-0.481581,0.434558,-0.868685
596,0.901886,-0.480438,0.430504,-0.865522
597,0.896857,-0.479261,0.426451,-0.862322
598,0.891813,-0.478050,0.422398,-0.859084
599,0.886753,-0.476806,0.418345,-0.855810
